# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/MG1655.fna" "-T" "16" "-a" "data/00ref/MG1655_LF82_RS00415.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam
b1462	NC_000913.3	1533282	1533851	-	570	2.56	0.34	0.36	5.69	2.11	3	4.70	3.50	3.47	2.81	2.38	4.22
b1463	NC_000913.3	1534024	1534869	+	846	23.86	21.63	21.01	33.74	23.79	35.29	47.50	31.07	34.32	38.73	57.35	46.55
b1464	NC_000913.3	1534965	1535858	-	894	81.11	40.04	68.64	52.95	59.81	51.33	50.71	64.25	40.12	42.72	87.57	85.59
b1465	NC_000913.3	1535937	1536617	-	681	2.15	1.58	4.67	3.25	1.67	4.25	1.83	2	4.72	5.82	3.02	4.09
b1466	NC_000913.3	1536614	1537309	-	696	3.24	2.50	0.88	3.01	4.73	5.06	2.36	2.77	14.73	5.01	2.20	6.08
b1467	NC_000913.3	1537309	1538853	-	1545	8.30	6.01	6.99	2.56	9.12	4.53	8.78	11.36	7.93	7.46	6.05	7.44
b1468	NC_000913.3	1538850	1542590	-	3741	116.06	94.63	112.02	85.57	77.95	96.85	75.82	108.30	81.28	81.14	128.09	155.91
b1469	NC_000913.3	1542672	1544060	-	1389	3.75	2	3.13	4.40	2.60	5.25	2.67	5.01	5.65	4.46	5.29	2.92
b1470	NC_000913.3	1544384	1544719	-	336	1.50	0	0.12	0.50	1.17	1.61	0.25	1.33	2.80	2.08	1.76	5.29
b1471	NC_000913.3	1544758	1545714	-	957	6.60	1.27	3.64	3.45	6.96	2.95	10.19	2.88	5.14	4.99	5.83	7.59
b1472	NC_000913.3	1545738	1546028	-	291	0	0.25	1.10	1.63	1.20	0	1.66	1.50	1.42	1.10	2.68	3.81
b1473	NC_000913.3	1546288	1547169	-	882	19.62	11.43	17	41.33	39.50	45.25	63.84	61.41	58.35	73.90	67.60	42.58
b1474	NC_000913.3	1547401	1550448	+	3048	50.99	28.73	22.85	42.64	103.43	39.86	252.81	102.37	216.87	169.93	137.31	70.20
b1475	NC_000913.3	1550461	1551345	+	885	22.08	13.95	27.31	15.71	28.64	16.22	82.70	42.26	62.48	61.06	52.70	22.65
b1476	NC_000913.3	1551338	1551991	+	654	5.00	8.38	6.26	3.21	22.75	9.74	42.80	36	39.25	36.12	32.48	12.25
b1477	NC_000913.3	1552398	1552682	-	285	52.65	21.29	28.67	84.46	46.84	96.24	77.83	41.50	104.71	86.00	64.02	137.24
b1478	NC_000913.3	1552828	1553838	-	1011	63.45	32.99	49.27	67.91	21.58	86.25	44.10	35.98	36.03	40.44	37.42	114.63
b1479	NC_000913.3	1553972	1555669	-	1698	300.16	172.82	265.46	407.53	335.87	397.94	483.45	294.43	521.11	586.31	459.46	622.22
b1480	NC_000913.3	1555826	1555963	-	138	23.33	12	19	37.83	10	44.62	13.14	10	10	11.75	21.33	64
b1481	NC_000913.3	1556065	1556280	-	216	1.96	1	3	6	4	4	2.50	3.17	3.56	0.80	5.17	6.18
b1482	NC_000913.3	1556625	1557056	+	432	12.45	8.87	6.75	24.56	9.62	23.17	22.27	15.96	21.12	35.21	24.72	38.27
b1483	NC_000913.3	1557112	1558038	-	927	32.61	20.01	21.77	27.63	26.44	34.10	29.26	32.24	26.98	35.64	38.71	35.65
b1484	NC_000913.3	1558031	1559017	-	987	4.88	5.87	6.06	5.25	4.37	4	2.63	6.77	6.93	5.17	10.47	7.60
b1485	NC_000913.3	1559014	1559910	-	897	0.88	3.81	1.15	3.59	5.70	7.50	3.10	6.25	7.32	2.16	6.78	5.07
b1486	NC_000913.3	1559907	1560929	-	1023	1.08	1	2.59	6.36	2.58	6.74	4.35	5.81	6.65	6.15	8.97	3.06
b1487	NC_000913.3	1560931	1562481	-	1551	6.09	4.12	4.60	4.33	6.26	6.60	13.64	8.75	16.68	8.89	9.09	20.56
b1488	NC_000913.3	1562495	1563076	-	582	0	0.07	0.94	1.25	2	3.04	1.16	3.83	2.00	1.50	3.88	2.06
b1489	NC_000913.3	1563334	1565733	-	2400	37.41	17.44	30.56	86.81	25.55	79.39	36.59	26.92	28.18	41.25	50.32	130.63
b1490	NC_000913.3	1565758	1567140	-	1383	24.01	8.04	13.27	88.52	10.98	91.97	5.34	10.96	32.87	20.29	31.49	133.24
b4746	NC_000913.3	1567178	1567219	-	42	1.10	1	2.50	6	0.17	4	2	1	4.50	2.50	2	4.75
b1491	NC_000913.3	1567504	1568823	-	1320	155.61	64.12	111.25	80.40	156.36	74.81	165.91	164.22	155.65	155.43	235.99	127.80
b1492	NC_000913.3	1568954	1570489	-	1536	20.83	7.76	15.36	11.79	16.99	13.48	13.02	22.59	15.42	17.52	29.63	17.33
b1493	NC_000913.3	1570645	1572045	-	1401	6.52	6.45	1.34	4.33	11.66	6.00	9.04	9.39	11.57	11.93	11.79	17.99
b1494	NC_000913.3	1572407	1575202	-	2796	520.28	481.22	541.85	428.52	329.50	440.54	312.55	396.06	371.85	359.43	530.81	776.19
b1495	NC_000913.3	1575247	1577619	-	2373	10.34	3.58	3.51	8.60	29.56	5.44	47.48	33.65	53.50	39.23	30.77	13.76
b1496	NC_000913.3	1577657	1579342	-	1686	2.23	4.81	2.74	3.98	3.27	6.07	31.23	7.97	17.69	16.58	13.90	6.15
b4747	NC_000913.3	1579545	1579667	+	123	11.55	4	4	6	4	5	3.83	6.00	4.50	5	10.33	11.20
b1497	NC_000913.3	1579633	1580790	-	1158	3.82	2.94	4.37	2.52	9.40	5.59	7.50	6.71	10.64	13.64	15.34	3.90
b1498	NC_000913.3	1580842	1582524	-	1683	16.97	10.40	7.84	12.16	17.00	18.20	16.55	19.77	19.97	21.09	26.16	17.69
b1499	NC_000913.3	1582926	1583687	-	762	4.45	1.25	2.21	2.34	7.97	1.63	13.32	6.02	7.26	9.56	9.92	6.63
b1500	NC_000913.3	1583762	1583959	-	198	0	1	0	0.06	1.67	0.25	1.25	0.25	0.33	4.48	1	2.17
b1501	NC_000913.3	1584207	1586486	-	2280	12.19	3.35	10.49	11.29	20.83	13.42	17.42	27.90	32.74	24.51	25.19	15.51
b1502	NC_000913.3	1586820	1587734	-	915	2.35	1.73	2.79	3.10	1.58	1.34	4.46	2.02	9.78	5.25	6.21	4.10
b1503	NC_000913.3	1587793	1588296	-	504	1.69	2.33	2.27	0.48	3	2.83	4.37	3.72	6.64	2.30	5.51	1.94
b1504	NC_000913.3	1588309	1588839	-	531	1.50	1.24	1.40	2.65	2.59	0.64	5.01	3.12	5.48	4.64	5.24	4.15
b1505	NC_000913.3	1588853	1590001	-	1149	10.09	1.59	1.85	3.97	6.43	2.54	24.96	4.16	16.97	11.87	10.96	4.75
b1506	NC_000913.3	1590334	1590536	-	203	3	1.10	1.57	2.15	3.25	0.88	4.83	2	5.38	7.33	5	4.07
b1507	NC_000913.3	1590854	1592176	-	1323	36.09	22.02	36.31	55.18	56.74	54.01	78.48	64.75	80.92	68.45	96.27	81.13
b1508	NC_000913.3	1592176	1592442	-	267	10.43	4.64	8.08	10.77	12.83	9.64	22.12	17.14	25.33	25.35	19.99	26.92
b4696	NC_000913.3	1592665	1598086	-	5422	91.98	43.48	59.77	60.25	73.06	70.24	69.31	69.45	77.10	100.16	106.57	115.32
b1511	NC_000913.3	1598617	1600209	-	1593	31.83	16.01	21.79	29.99	27.84	26.87	49.07	31.56	43.41	48.09	44.00	62.47
b1512	NC_000913.3	1600288	1601241	-	954	10.28	3.50	4.25	20.00	8.83	19.16	9.82	4	10.43	10.47	14.21	30.55
b1513	NC_000913.3	1601490	1603025	+	1536	5.23	1.66	2.00	4.53	3.51	2.20	5.54	2.94	8.84	4.29	4.74	1.66
b1514	NC_000913.3	1603019	1604047	+	1029	3.07	0.83	3.18	1.15	4.68	3.24	3.98	1.79	6.07	3.07	8.16	7.52
b1515	NC_000913.3	1604047	1605039	+	993	52.03	24.13	45.48	62.67	54.15	61.88	70.78	57.26	96.02	65.80	81.44	78.88
b1516	NC_000913.3	1605051	1606073	+	1023	3.93	4.22	1.08	4.31	4.96	4.38	5.90	1.56	5.51	3.73	14.82	8.97
b1517	NC_000913.3	1606100	1606975	+	876	4.25	6.74	2.42	6.01	5.86	4.97	12.55	6.00	5.83	6.03	9.87	11.05
b1518	NC_000913.3	1606999	1607289	+	291	1.78	1.50	3.51	2.74	3.33	4.33	5.22	1.54	4.43	5.46	3.50	8.82
b1519	NC_000913.3	1607346	1608104	+	759	13.87	4.04	6.06	9.56	9.29	16.38	17.05	15.65	15.40	14.20	20.40	14.19
b1520	NC_000913.3	1608108	1609022	-	915	25.62	14.33	16.04	36.28	41.37	41.50	50.77	49.14	92.92	47.89	70.40	52.00
b1521	NC_000913.3	1609229	1610680	-	1452	16.70	5.35	16.96	17.22	10.80	18.33	17.43	19.75	25.37	20.74	18.92	30.69
b1522	NC_000913.3	1610907	1611854	-	948	32.01	16.87	26.87	76.61	53.80	81.72	122.08	55.18	99.73	108.98	97.94	124.76
b1523	NC_000913.3	1611966	1612325	-	360	13.39	6.87	11	27.17	42.74	23.35	54.60	32.50	35.67	42.67	41.28	42.62
b1524	NC_000913.3	1612325	1613251	-	927	34.02	20.35	30.57	57.18	73.88	61.47	116.22	65.83	169.88	98.73	87.54	96.30
b1525	NC_000913.3	1613315	1614703	-	1389	20.24	9.88	11.26	31.75	29.64	41.34	44.63	38.29	38.57	32.50	23.58	42.41
b1526	NC_000913.3	1614804	1615685	+	882	34.79	17.90	27.42	37.72	33.80	33.15	43.52	31.34	38.61	37.26	28.14	45.52
b1527	NC_000913.3	1615763	1616878	+	1116	6.36	4.20	5.25	5.92	10.06	5.82	15.02	9.95	15.30	15.87	11.94	8.65
b1528	NC_000913.3	1617028	1618218	+	1191	35.16	9.65	19.68	40.92	43.54	47.68	91.15	63.20	113.89	100.34	64.14	76.98
b1529	NC_000913.3	1618243	1618908	-	666	49.50	43.21	56.17	58.29	59.42	86.96	45.27	36.17	46.58	66.11	67.61	111.75
b1530	NC_000913.3	1619120	1619554	+	435	51.67	23.07	37.62	54.71	70.83	42.92	77.09	62.00	61.95	79.92	114.35	67.91
b1531	NC_000913.3	1619574	1619957	+	384	65.75	38.74	56	68.35	190.52	56.51	215.25	165.53	189.03	194.11	272.09	80.06
b1532	NC_000913.3	1619989	1620207	+	219	62.67	30.50	54.62	38.35	162.91	60.67	144.23	177.83	152.16	163.36	232.81	53.00
b1533	NC_000913.3	1620238	1621137	-	900	30.56	16.33	25.78	52.95	27	41.17	43.95	35.70	33.17	40.99	66.48	70.92
b1534	NC_000913.3	1621332	1622519	+	1188	19.65	7.36	12.00	55.17	19.57	58.08	31.15	20.46	31.44	37.54	27.87	103.26
b4599	NC_000913.3	1622646	1622741	+	96	31	33.50	50.19	52.46	49.50	65.42	90.50	63.50	92.00	128.08	74.50	67.42
b4775	NC_000913.3	1622741	1622845	+	105	276.62	79.85	165.25	176.68	101.95	214.74	134.71	88.64	143.93	149.42	172.61	371.20
b4698	NC_000913.3	1622817	1622914	-	98	1973.78	783.17	1349.53	2520.24	1275.57	3849.17	2163.28	1251.19	2208.03	2221.34	2232.60	5411.41
b1535	NC_000913.3	1622960	1623850	-	891	66.60	33.10	92.71	34.75	48.51	35.66	17.42	51.30	30.22	17.93	71.21	54.82
b1536	NC_000913.3	1624105	1624497	-	393	0.81	4.19	1.56	0.90	5.63	1.21	7.07	4.25	5.19	8.25	12.48	3.39
b1537	NC_000913.3	1624773	1625291	+	519	3.42	4.43	4.56	0.75	8.50	2.20	7.50	8.25	7.50	2.33	7.08	2.14
b1538	NC_000913.3	1625335	1627380	-	2046	85.02	57.32	82.22	84.99	172.50	96.72	174.49	160.64	143.83	134.03	272.65	131.93
b1539	NC_000913.3	1627517	1628263	+	747	96.37	47.57	63.75	325.25	159.02	385.67	316.50	101.70	250.83	355.42	234.45	495.71
b1540	NC_000913.3	1628352	1629038	+	687	109.26	55.29	64.10	137.45	144.87	164.84	255.60	180.59	253.45	249.15	290.97	211.84
b1541	NC_000913.3	1629215	1629418	+	204	21.57	9.40	16.50	18.50	48.83	32.42	86.14	70.83	74.97	85.60	70.67	34.75
b1542	NC_000913.3	1629453	1630913	-	1461	11.65	6.53	6.96	7.12	10.73	16.32	18.15	17.20	21.69	17.55	18.56	12.65
b1543	NC_000913.3	1631002	1632285	-	1284	7.08	7.87	6.82	9.09	10.19	11.02	12.02	8.82	12.61	11.01	11.71	16.62
b4748	NC_000913.3	1632890	1633003	+	114	17.50	13.50	12.50	49.61	35.07	52.20	52.75	31.64	54.83	32.83	40.50	72.67
b1544	NC_000913.3	1633072	1633305	+	234	19.60	10.78	11.60	47.12	42.71	54.30	59.43	27.31	60.12	49.31	44.27	63.30
b1545	NC_000913.3	1633622	1634212	+	591	11.42	10.43	11.29	25.17	10.50	25.08	13.14	13.62	10.41	15.73	18.44	26.74
b1546	NC_000913.3	1634310	1634885	-	576	3.17	2.33	2.50	2.19	3.72	3.67	4.46	5.36	5.43	7.16	6.85	2.26
b1547	NC_000913.3	1634885	1635847	-	963	5.76	2.71	3.42	4.76	2.12	6.52	4.68	6.62	4.10	5.24	7.95	2.87
b1548	NC_000913.3	1635798	1636367	-	570	2.11	3.40	1.50	1.96	4.60	4.11	5.83	6.53	4.46	4.51	6.32	4.97
b4533	NC_000913.3	1636756	1636989	+	234	1.24	1.50	0.50	0.50	0.20	3	1.73	2.45	1	0.94	3.10	1.33
b1549	NC_000913.3	1637047	1637457	+	411	9.50	7.46	2.20	4.17	16.67	6.18	7.60	26.54	9	11.89	36.06	4.25
b1550	NC_000913.3	1637609	1637782	-	174	23.88	12.68	17.56	48.39	99.04	61.29	177.09	109.19	132.97	202.53	175.54	114.16
b1551	NC_000913.3	1637954	1638109	-	156	1.32	2	1.53	2.40	4.60	3	2.83	2.07	3.00	0	1	8.00
b4749	NC_000913.3	1638188	1638253	-	66	3.75	1.50	3	7.36	2.29	15.75	1	1	2	1.25	1.70	21.42
b4724	NC_000913.3	1638256	1638444	-	189	8.57	2.50	5.33	17.78	12.85	34.62	6	2	7.50	9	4.33	42.12
b1552	NC_000913.3	1638455	1638667	-	213	6.50	7	4.37	48.79	14.14	56.83	23.25	10.25	28.20	13.08	15.31	126.93
b1553	NC_000913.3	1639030	1639527	-	498	1.08	0.84	0.15	0.81	5.43	4.11	5.72	5.74	7.41	10.24	12.23	6.41
b4689	NC_000913.3	1639080	1639334	-	255	0.64	0.73	0.08	0.75	0.55	0.97	1.17	1.10	0.68	2.08	0.71	1.50
b1554	NC_000913.3	1639524	1640057	-	534	4.38	2.12	10.81	2.44	0.90	7.30	3.90	3.76	5.16	3.00	3.32	9.33
b1555	NC_000913.3	1640054	1640365	-	312	0.42	2.00	4	2.57	3.22	3.02	1.99	2.55	1	2.75	2.65	4.21
b1556	NC_000913.3	1640370	1640585	-	216	0.25	1.58	0.25	0	0	1.50	0.17	0.17	2	1	0.20	3.50
b4776	NC_000913.3	1640805	1640975	+	171	42.18	16	16	56.46	4.83	83.32	14.54	2.62	13.07	15.12	12.99	101.50
b1557	NC_000913.3	1641339	1641554	-	216	219.31	156.79	221.85	560.40	426.21	552.33	496.21	370.37	429.99	434	497.75	840.57
b1558	NC_000913.3	1641855	1642067	+	213	89.79	70	51.50	100.25	128.23	126.35	179	112.75	170.97	138.40	170.20	142.46
b4750	NC_000913.3	1642122	1642211	+	90	75	36	48	70.10	126.42	64	188	99.50	144.03	146	141.50	73.50
b1559	NC_000913.3	1642489	1643241	-	753	4.93	3.85	6.24	6.69	7.52	5.65	8.83	7.30	6.34	5.26	6.96	7.53
b1560	NC_000913.3	1643255	1644304	-	1050	7.53	2.94	6.59	9.21	16.30	10.00	25.35	12.80	16.70	21.67	20.66	17.23
b1561	NC_000913.3	1644651	1644902	-	252	4.33	2.60	2.89	8.50	5.96	5.16	7.45	2.96	9.50	4.78	10.65	59.75
b1562	NC_000913.3	1645119	1645274	-	156	242.58	113.17	158.50	192.25	146.70	160.75	149.26	153	128.17	137.90	229.45	182.33
b1563	NC_000913.3	1645346	1645633	-	288	30.47	22.57	18	32.12	28.95	32.94	32.91	41.38	48.44	36.64	50.07	38.13
b1564	NC_000913.3	1645633	1645872	-	240	34.40	17.70	14.25	30.17	50.92	42.27	37.39	36.33	23.12	41.00	46.83	52.14
b1565	NC_000913.3	1645897	1646202	+	306	0.68	0	3.00	0.50	3.36	2	2.54	1.68	0.25	0.75	4.61	1.64
b1566	NC_000913.3	1646405	1646737	+	333	64.76	29.35	62.76	1004.99	44.70	1098.65	51.92	44.31	52.59	82.37	92.66	1535.90
b1567	NC_000913.3	1647174	1647323	-	150	2.33	0.92	0	0.25	1	0.82	2	1.75	1.30	3.03	1.17	2.75
b1568	NC_000913.3	1647346	1647636	-	291	1.27	0.25	0.20	3.43	1.40	3.31	0.24	1.33	4.17	0.99	4.76	5.25
b1569	NC_000913.3	1647620	1647850	-	231	0.31	0.20	0.32	0.93	1.65	1.06	0.25	1.67	1.40	2.77	5.59	6.53
b1570	NC_000913.3	1647934	1648341	+	408	174.78	92.00	103.85	193.50	194.07	197.79	218.79	214.73	285.30	224.74	347.56	280.11
b1571	NC_000913.3	1648508	1648663	+	156	3.75	0.50	5.50	1.35	7.18	1.47	1.57	5.25	1.14	0.89	6.09	3.06
b1572	NC_000913.3	1648665	1648793	+	129	2.33	4.50	3	2	2.55	4	2	9.83	1.67	5.70	10	3
b1573	NC_000913.3	1648823	1649041	+	219	2.46	2.25	3	3.67	7	1	6.13	2.80	4.12	1.46	5.38	5.80
b1574	NC_000913.3	1649382	1649434	+	53	33.50	11	21	10	50	14.83	36.25	49	23.58	33.63	53.58	15.75
b1575	NC_000913.3	1649609	1649797	+	189	0.33	0	0.08	0.88	1	0.16	1.60	3.16	2.50	3.70	8.34	1.72
b1576	NC_000913.3	1649794	1649985	+	192	2.50	0	2	0.75	3.12	0.14	0.12	1.17	1	2.33	7	0
b1577	NC_000913.3	1650078	1650998	+	921	5.30	3.24	6.39	5.38	11.48	4.72	14.08	10.40	7.75	9.16	20.36	9.45
b1578	NC_000913.3	1650881	1651537	+	657	23.79	14.10	16.40	22.39	26.36	25.75	35.35	29.04	29.90	36.94	36.78	32.60
b1579	NC_000913.3	1651512	1652708	+	1197	11.16	4.77	5.19	7.11	17.51	8.82	21.22	14.67	13.02	15.23	26.80	8.82
b4534	NC_000913.3	1652728	1652838	-	111	7	1	3.12	0.12	1.38	2.30	5.96	0	8.25	1.33	6.61	2.60
b1580	NC_000913.3	1652896	1653915	-	1020	7.91	1.17	2.06	3.43	10.08	6.20	8.62	4.90	9.21	4.91	13.96	6.08
b1581	NC_000913.3	1653927	1655141	-	1215	11.02	5.85	4.24	9.11	5.41	7.43	11.18	6.29	10.17	10.45	9.45	10.13
b1582	NC_000913.3	1655347	1655673	-	327	7.07	2	5.07	7	2	11	9.25	6.50	7	11	5	42.07
b1583	NC_000913.3	1655808	1656149	+	342	116.50	52.33	81.17	145.07	94.50	172.54	179.88	117.18	179.95	199.41	175.03	217.87
b1584	NC_000913.3	1656184	1656744	+	561	107.67	59.08	78.41	118.69	190.08	153.33	251.47	213.08	282.43	264.10	263.08	190.85
b1585	NC_000913.3	1656747	1657457	-	711	31.95	12.46	30.67	37.99	35.72	39.80	42.79	49.02	52.91	47.97	57.49	73.68
b1586	NC_000913.3	1657565	1657870	+	306	4.25	2	4.17	12.17	17.21	13.17	13.14	5.12	12	14.49	6.50	13.83
b1587	NC_000913.3	1658069	1660495	+	2427	6.38	1.80	5.75	8.65	7.48	6.14	10.57	8.87	9.71	7.59	12.78	16.36
b1588	NC_000913.3	1660556	1662979	+	2424	20.54	8.00	15.10	22.49	21.99	19.64	27.45	24.38	27.70	34.81	41.28	33.32
b1589	NC_000913.3	1662990	1663607	+	618	7.62	3.83	5.10	5.19	7.50	4.07	7.24	13.18	9.62	3.62	12.50	7.29
b1590	NC_000913.3	1663609	1664463	+	855	25.07	22.14	36.15	27.82	32.14	32.07	41.33	33.91	27.20	31.31	49.46	47.81
b1591	NC_000913.3	1664506	1665120	+	615	65.87	37.98	67.68	83.33	67.08	91.17	72.98	67.17	64.46	77.11	71.40	126.33
b1592	NC_000913.3	1665315	1666571	+	1257	22.93	6.32	14.58	26.37	40.32	26.04	44.79	27.81	46.76	48.94	51.83	33.30
b1593	NC_000913.3	1666524	1667219	-	696	12.85	10.13	8.38	25.86	24.22	16.42	33.13	23.49	45.60	53.08	27.08	39.52
b1594	NC_000913.3	1667344	1668564	-	1221	36.11	33.22	41.11	107.62	61.93	138.08	169.85	90.89	209.85	126.65	122.46	181.25
b1595	NC_000913.3	1668699	1669592	-	894	14.72	10.32	12.81	9.92	29.29	10.29	19.04	16.80	19.07	15.01	19.15	25.52
b1596	NC_000913.3	1669699	1670952	+	1254	21.48	9.61	8.29	24.31	12.25	18.58	26.68	13.27	17.12	14.43	16.05	41.90
b1597	NC_000913.3	1671376	1671684	+	309	3.45	1	2.60	2.50	2	1	6.50	2.35	6.43	3.35	9	3.22
b4601	NC_000913.3	1671777	1671860	+	84	0	2.00	0.06	0	0.50	0	1.78	0.50	1	2.33	1	0
b1598	NC_000913.3	1671960	1672781	+	822	41.62	31.92	42.04	37.02	59.10	58.56	35.47	64.91	43.25	53.53	86.62	69.12
b1599	NC_000913.3	1672820	1673149	-	330	21.50	8.33	12.71	25.06	7.25	46	23.90	5.39	19.75	32.50	9.32	39.64
b1600	NC_000913.3	1673136	1673501	-	366	3.25	7	8.82	23.50	10.07	22.17	24.57	13.26	38.28	30.21	14.85	28.85
b4777	NC_000913.3	1673608	1673709	-	102	8.20	4.50	6	21	8.38	29.33	31	5	53.14	37	11	42
b1601	NC_000913.3	1673913	1674947	+	1035	12.42	3.71	6.69	8.47	8.80	13.95	18.75	21.64	15.88	15.74	15.02	28.80
b1602	NC_000913.3	1674972	1676360	-	1389	290.24	110.15	155.37	443.65	248.74	489.79	427.93	281.37	377.92	492.80	430.40	672.18
b1603	NC_000913.3	1676371	1677903	-	1533	185.36	95.89	127.07	491.42	242.46	493.82	415.93	275.92	419.33	461.72	364.11	696.66
b1604	NC_000913.3	1678427	1679371	+	945	129.80	56.79	112.14	320.45	177.53	334.95	407.08	176.28	332.54	392.96	255.27	491.87
b1605	NC_000913.3	1679557	1680939	+	1383	230.35	122.83	227.65	153.02	219.19	179.74	292.12	271.05	247.96	319.04	317.12	208.57
b1606	NC_000913.3	1680976	1681698	+	723	100.37	47.38	94.21	57.12	95.70	82.87	129.15	104.65	116.74	127.37	141.74	116.08
b1607	NC_000913.3	1681695	1682030	-	336	6.50	4	3.19	14.67	5.14	10.00	7.43	5.33	10.82	9.38	7.07	17.75
b1608	NC_000913.3	1682159	1682878	+	720	154.53	94.17	141.60	197.23	241.77	215.70	298.62	271.14	363.88	315.17	373.94	301.46
b1609	NC_000913.3	1682882	1684183	+	1302	130.52	85.93	123.21	137.48	213.57	156.60	267.43	198.41	251.23	250.27	300.42	234.80
b1610	NC_000913.3	1684259	1685188	+	930	35.77	32.38	32.42	53.35	47.75	61.16	76.71	45.18	92.08	80.24	67.34	85.14
b1611	NC_000913.3	1685185	1686588	-	1404	37.57	34.26	40.21	67.15	26.78	66.70	32.65	32.32	16.67	30.32	44.46	119.42
b1612	NC_000913.3	1686731	1688377	-	1647	111.01	60.11	74.76	240.76	139.20	283.24	117.83	147.77	147.92	146.02	205.76	399.38
b1613	NC_000913.3	1688576	1689751	+	1176	93.56	52.31	67.50	143.40	109	149	179.07	132.26	162.13	180.03	140.29	231.09
b1614	NC_000913.3	1689852	1691360	+	1509	205.27	114.02	160.24	373.06	210.77	399.65	419.65	226.36	384.15	444.93	330.06	560.69
b1615	NC_000913.3	1691586	1692851	-	1266	5.23	1.99	2.90	3.19	2.27	6.49	8.26	8.50	3.10	6.20	1.57	7.73
b1616	NC_000913.3	1692890	1694263	-	1374	13.39	7.66	7.02	12.19	6.25	15.31	10.43	6.80	14.93	5.09	9.61	15.70
b1617	NC_000913.3	1694260	1696071	-	1812	12.13	6.80	5.35	8.38	14.24	8.70	13.41	8.18	13.39	11.90	16.14	22.64
b1618	NC_000913.3	1696462	1697052	-	591	85.31	53.00	74.83	83.71	99.60	104.02	119.34	82.43	96.50	103.70	153.15	116.03
b1619	NC_000913.3	1697273	1698040	-	768	22.65	10.04	15.99	17.69	23.35	26.07	50.77	41.83	43.01	56.38	53.76	43.91
b1620	NC_000913.3	1698152	1699180	-	1029	63.36	53.97	38.64	73.00	43.73	69.53	56.98	50.18	51.19	47.83	69.75	113.16
b1621	NC_000913.3	1699355	1700947	+	1593	17.25	16.90	18.93	21.83	34.39	26.33	42.33	27.46	34.58	39.47	40.15	40.47
b1622	NC_000913.3	1700957	1702129	+	1173	102.22	35.81	45.93	74.97	67.42	60.77	52.34	78.33	60.34	68.98	98.37	91.05
b1623	NC_000913.3	1702233	1703234	+	1002	89.29	38.52	55.39	163.87	141.54	278.40	441.71	145.82	470.48	454.82	212.16	258.70
b1624	NC_000913.3	1703268	1704308	-	1041	71.18	42.72	56.38	143.80	71.21	184.46	151.14	70.43	105.72	127.14	127.67	289.99
b4409	NC_000913.3	1704551	1704676	+	126	32.50	30.40	25.20	39.70	76	30	66.65	72.67	67	44.33	104	59.80
b1625	NC_000913.3	1704949	1705164	+	216	37.08	11.67	30.17	30.07	76.94	29	70.18	81	90.40	60.17	135	39.47
b1626	NC_000913.3	1705250	1705690	+	441	219.87	103	109.25	92.56	213.20	95.91	201.82	251.87	196.85	227.42	432.62	179.33
b1627	NC_000913.3	1705767	1706348	+	582	188.60	103.53	135.41	160.28	218.21	168.46	270.48	213.25	232.88	231.53	299.92	245.65
b1628	NC_000913.3	1706348	1706926	+	579	164.83	97.94	131	165.31	188.21	155.10	250.93	216.67	218.08	219.31	295.69	219.31
b1629	NC_000913.3	1706919	1709141	+	2223	541.13	324.65	436.02	459.05	674.99	522.63	767.93	643.58	675.25	710.39	895.78	713.51
b1630	NC_000913.3	1709142	1710200	+	1059	222.67	107.27	165.08	137.72	224.42	183.84	332.14	287.91	306.78	319.95	368.70	259.42
